cui,entrega,item,n,texto
0200001,2021,armario,4,armario 4
0200001,2021,escritorio,6,escritorio 6
0200001,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200001,2021,silla escolar,124,silla escolar 124
0200001,2022,armario,4,armario 4
0200001,2022,banco largo comedor,60,banco largo comedor 60
0200002,2021,banco largo comedor,36,banco largo comedor 36
0200002,2021,escritorio,4,escritorio 4
0200002,2021,juego de patio,1,juego de patio 1
0200002,2021,mesa 6 alumnos,18,mesa 6 alumnos 18
0200002,2021,piso antigolpe para juegos,60,piso antigolpe para juegos 60
0200002,2021,silla escolar,124,silla escolar 124
0200002,2021,varios,10,varios 10
0200002,2022,armario,2,armario 2
0200002,2022,mesa inicial,5,mesa inicial 5
0200002,2022,pizarrón,7,pizarrón 7
0200002,2022,silla escolar,30,silla escolar 30
0200002,2022,varios,1,varios 1
0200003,2021,banco largo comedor,50,banco largo comedor 50
0200003,2021,escritorio,6,escritorio 6
0200003,2021,mesa 6 alumnos,25,mesa 6 alumnos 25
0200003,2021,mesa pupitre doble,75,mesa pupitre doble 75
0200003,2021,pizarrón,2,pizarrón 2
0200003,2021,silla escolar,176,silla escolar 176
0200004,2021,banco largo comedor,50,banco largo comedor 50
0200004,2021,mesa 6 alumnos,25,mesa 6 alumnos 25
0200005,2021,mesa inicial,10,mesa inicial 10
0200005,2021,silla escolar,60,silla escolar 60
0200005,2022,armario,4,armario 4
0200005,2022,mesa inicial,10,mesa inicial 10
0200005,2022,mesa pupitre doble,22,mesa pupitre doble 22
0200005,2022,silla escolar,134,silla escolar 134
0200006,2021,armario,4,armario 4
0200006,2021,banco largo comedor,96,banco largo comedor 96
0200006,2021,escritorio,2,escritorio 2
0200006,2021,mesa 6 alumnos,48,mesa 6 alumnos 48
0200006,2021,mesa pupitre doble,75,mesa pupitre doble 75
0200006,2021,silla escolar,152,silla escolar 152
0200006,2022,armario,2,armario 2
0200007,2021,armario,4,armario 4
0200007,2021,mesa inicial,6,mesa inicial 6
0200007,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200007,2021,silla escolar,60,silla escolar 60
0200007,2022,armario,2,armario 2
0200007,2022,mesa pupitre doble,52,mesa pupitre doble 52
0200007,2022,pizarrón,14,pizarrón 14
0200007,2022,silla escolar,106,silla escolar 106
0200007,2023,armario,1,armario 1
0200007,2023,pizarrón,14,pizarrón 14
0200008,2021,pizarrón,2,pizarrón 2
0200008,2022,armario,4,armario 4
0200008,2022,mesa inicial,4,mesa inicial 4
0200008,2022,mesa integradora con escotadura,1,mesa integradora con escotadura 1
0200008,2022,mesa pupitre doble,30,mesa pupitre doble 30
0200008,2022,pizarrón,11,pizarrón 11
0200008,2022,silla escolar,83,silla escolar 83
0200009,2021,escritorio,2,escritorio 2
0200009,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200009,2021,pizarrón,12,pizarrón 12
0200009,2021,silla escolar,62,silla escolar 62
0200009,2022,mesa inicial,5,mesa inicial 5
0200009,2022,silla escolar,30,silla escolar 30
0200010,2022,armario,9,armario 9
0200010,2022,escritorio,7,escritorio 7
0200010,2022,mesa inicial,8,mesa inicial 8
0200010,2022,mesa pupitre doble,78,mesa pupitre doble 78
0200010,2022,pizarrón,20,pizarrón 20
0200010,2022,silla escolar,221,silla escolar 221
0200011,2021,mesa inicial,10,mesa inicial 10
0200011,2021,mesa pupitre doble,12,mesa pupitre doble 12
0200011,2021,silla escolar,84,silla escolar 84
0200011,2022,armario,2,armario 2
0200011,2022,escritorio,2,escritorio 2
0200011,2022,varios,3,varios 3
0200012,2021,escritorio,2,escritorio 2
0200012,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200012,2021,silla escolar,62,silla escolar 62
0200013,2021,armario,3,armario 3
0200013,2021,mesa inicial,5,mesa inicial 5
0200013,2021,silla escolar,30,silla escolar 30
0200013,2022,armario,2,armario 2
0200013,2022,mesa inicial,10,mesa inicial 10
0200013,2022,mesa pupitre doble,45,mesa pupitre doble 45
0200013,2022,pizarrón,15,pizarrón 15
0200013,2022,silla escolar,160,silla escolar 160
0200014,2022,mesa inicial,10,mesa inicial 10
0200014,2022,silla escolar,85,silla escolar 85
0200015,2021,armario,8,armario 8
0200015,2021,escritorio,4,escritorio 4
0200015,2021,mesa inicial,5,mesa inicial 5
0200015,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200015,2021,pizarrón,3,pizarrón 3
0200015,2021,silla escolar,124,silla escolar 124
0200015,2022,armario,8,armario 8
0200015,2022,mesa inicial,5,mesa inicial 5
0200015,2022,silla escolar,60,silla escolar 60
0200015,2023,armario,3,armario 3
0200016,2021,armario,4,armario 4
0200016,2021,escritorio,4,escritorio 4
0200016,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200016,2021,silla escolar,124,silla escolar 124
0200016,2022,armario,2,armario 2
0200016,2022,banco largo comedor,112,banco largo comedor 112
0200016,2022,mesa 6 alumnos,56,mesa 6 alumnos 56
0200016,2022,mesa inicial,5,mesa inicial 5
0200016,2022,pizarrón,7,pizarrón 7
0200016,2022,silla escolar,30,silla escolar 30
0200017,2022,banco largo comedor,8,banco largo comedor 8
0200017,2022,escritorio,3,escritorio 3
0200017,2022,mesa 6 alumnos,4,mesa 6 alumnos 4
0200017,2022,mesa pupitre doble,47,mesa pupitre doble 47
0200017,2022,pizarrón,4,pizarrón 4
0200017,2022,silla escolar,93,silla escolar 93
0200018,2021,escritorio,7,escritorio 7
0200018,2021,mesa pupitre doble,89,mesa pupitre doble 89
0200018,2021,pizarrón,14,pizarrón 14
0200018,2021,silla escolar,185,silla escolar 185
0200020,2023,varios,1,varios 1
0200022,2022,escritorio,5,escritorio 5
0200022,2022,mesa pupitre doble,75,mesa pupitre doble 75
0200022,2022,pizarrón,5,pizarrón 5
0200022,2022,silla escolar,155,silla escolar 155
0200022,2023,escritorio,5,escritorio 5
0200022,2023,mesa pupitre doble,75,mesa pupitre doble 75
0200022,2023,pizarrón,5,pizarrón 5
0200022,2023,silla escolar,155,silla escolar 155
0200023,2021,escritorio,4,escritorio 4
0200023,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200023,2021,pizarrón,4,pizarrón 4
0200023,2021,silla escolar,124,silla escolar 124
0200023,2022,escritorio,4,escritorio 4
0200023,2022,mesa pupitre doble,64,mesa pupitre doble 64
0200023,2022,pizarrón,4,pizarrón 4
0200023,2022,silla escolar,132,silla escolar 132
0200023,2023,escritorio,4,escritorio 4
0200023,2023,mesa pupitre doble,60,mesa pupitre doble 60
0200023,2023,pizarrón,4,pizarrón 4
0200023,2023,silla escolar,124,silla escolar 124
0200024,2021,escritorio,4,escritorio 4
0200024,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200024,2021,pizarrón,4,pizarrón 4
0200024,2021,silla escolar,124,silla escolar 124
0200024,2022,escritorio,4,escritorio 4
0200024,2022,mesa pupitre doble,60,mesa pupitre doble 60
0200024,2022,pizarrón,4,pizarrón 4
0200024,2022,silla escolar,124,silla escolar 124
0200024,2023,escritorio,5,escritorio 5
0200024,2023,mesa pupitre doble,75,mesa pupitre doble 75
0200024,2023,pizarrón,5,pizarrón 5
0200024,2023,silla escolar,155,silla escolar 155
0200025,2021,escritorio,3,escritorio 3
0200025,2021,mesa pupitre doble,45,mesa pupitre doble 45
0200025,2021,pizarrón,3,pizarrón 3
0200025,2021,silla escolar,93,silla escolar 93
0200025,2022,escritorio,3,escritorio 3
0200025,2022,mesa pupitre doble,45,mesa pupitre doble 45
0200025,2022,pizarrón,3,pizarrón 3
0200025,2022,silla escolar,93,silla escolar 93
0200025,2023,escritorio,2,escritorio 2
0200025,2023,mesa pupitre doble,30,mesa pupitre doble 30
0200025,2023,pizarrón,2,pizarrón 2
0200025,2023,silla escolar,62,silla escolar 62
0200026,2021,escritorio,2,escritorio 2
0200026,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200026,2021,pizarrón,2,pizarrón 2
0200026,2021,silla escolar,62,silla escolar 62
0200026,2022,escritorio,2,escritorio 2
0200026,2022,mesa pupitre doble,32,mesa pupitre doble 32
0200026,2022,pizarrón,2,pizarrón 2
0200026,2022,silla escolar,64,silla escolar 64
0200026,2022,varios,2,varios 2
0200026,2023,escritorio,2,escritorio 2
0200026,2023,locker,15,locker 15
0200026,2023,mesa pupitre doble,30,mesa pupitre doble 30
0200026,2023,pizarrón,2,pizarrón 2
0200026,2023,silla escolar,62,silla escolar 62
0200028,2021,escritorio,4,escritorio 4
0200028,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200028,2021,pizarrón,4,pizarrón 4
0200028,2022,escritorio,4,escritorio 4
0200028,2022,mesa inicial,6,mesa inicial 6
0200028,2022,mesa pupitre doble,60,mesa pupitre doble 60
0200028,2022,pizarrón,5,pizarrón 5
0200028,2022,silla escolar,154,silla escolar 154
0200029,2021,escritorio,5,escritorio 5
0200029,2021,mesa pupitre doble,75,mesa pupitre doble 75
0200029,2021,pizarrón,5,pizarrón 5
0200029,2021,silla escolar,155,silla escolar 155
0200029,2022,armario,1,armario 1
0200029,2022,banco largo comedor,2,banco largo comedor 2
0200029,2022,escritorio,6,escritorio 6
0200029,2022,mesa pupitre doble,90,mesa pupitre doble 90
0200029,2022,pizarrón,6,pizarrón 6
0200029,2022,silla escolar,186,silla escolar 186
0200029,2023,escritorio,6,escritorio 6
0200029,2023,mesa pupitre doble,90,mesa pupitre doble 90
0200029,2023,pizarrón,6,pizarrón 6
0200029,2023,silla escolar,186,silla escolar 186
0200030,2021,armario,4,armario 4
0200030,2021,escritorio,4,escritorio 4
0200030,2021,mesa pupitre doble,90,mesa pupitre doble 90
0200030,2021,pizarrón,4,pizarrón 4
0200030,2021,silla escolar,60,silla escolar 60
0200030,2022,armario,20,armario 20
0200030,2022,escritorio,8,escritorio 8
0200030,2022,mesa pupitre doble,120,mesa pupitre doble 120
0200030,2022,pizarrón,10,pizarrón 10
0200030,2022,silla escolar,248,silla escolar 248
0200030,2023,escritorio,1,escritorio 1
0200030,2023,mesa pupitre doble,15,mesa pupitre doble 15
0200030,2023,pizarrón,1,pizarrón 1
0200030,2023,silla escolar,31,silla escolar 31
0200031,2022,armario,3,armario 3
0200031,2022,pizarrón,6,pizarrón 6
0200032,2021,escritorio,4,escritorio 4
0200032,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200032,2021,pizarrón,4,pizarrón 4
0200032,2021,silla escolar,124,silla escolar 124
0200032,2022,escritorio,4,escritorio 4
0200032,2022,mesa pupitre doble,60,mesa pupitre doble 60
0200032,2022,pizarrón,4,pizarrón 4
0200032,2022,silla escolar,124,silla escolar 124
0200033,2021,armario,5,armario 5
0200033,2021,mesa inicial,1,mesa inicial 1
0200033,2022,silla escolar,6,silla escolar 6
0200041,2021,mesa trabajo estante,4,mesa trabajo estante 4
0200041,2021,varios,8,varios 8
0200057,2023,armario,1,armario 1
0200057,2023,silla escolar,7,silla escolar 7
0200063,2021,armario,6,armario 6
0200063,2021,escritorio,3,escritorio 3
0200063,2021,mesa inicial,6,mesa inicial 6
0200063,2021,pizarrón,3,pizarrón 3
0200063,2021,silla escolar,48,silla escolar 48
0200063,2021,varios,43,varios 43
0200063,2022,armario,8,armario 8
0200063,2022,varios,32,varios 32
0200076,2021,armario,3,armario 3
0200076,2021,banco largo comedor,64,banco largo comedor 64
0200076,2021,escritorio,4,escritorio 4
0200076,2021,mesa 6 alumnos,27,mesa 6 alumnos 27
0200076,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200076,2021,silla escolar,124,silla escolar 124
0200076,2022,armario,6,armario 6
0200077,2022,escritorio,4,escritorio 4
0200077,2022,mesa pupitre doble,45,mesa pupitre doble 45
0200077,2022,silla escolar,93,silla escolar 93
0200080,2023,armario,3,armario 3
0200080,2023,escritorio,3,escritorio 3
0200080,2023,silla escolar,9,silla escolar 9
0200081,2021,escritorio,2,escritorio 2
0200081,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200081,2021,silla escolar,62,silla escolar 62
0200082,2021,armario,6,armario 6
0200082,2021,mesa inicial,6,mesa inicial 6
0200082,2021,pizarrón,2,pizarrón 2
0200082,2021,silla escolar,25,silla escolar 25
0200083,2021,banco largo comedor,52,banco largo comedor 52
0200083,2021,mesa 6 alumnos,26,mesa 6 alumnos 26
0200083,2021,mesa inicial,5,mesa inicial 5
0200083,2021,silla escolar,30,silla escolar 30
0200083,2022,armario,2,armario 2
0200084,2021,armario,6,armario 6
0200084,2021,banco largo comedor,32,banco largo comedor 32
0200084,2021,biblioteca,5,biblioteca 5
0200084,2021,mesa 6 alumnos,9,mesa 6 alumnos 9
0200084,2021,pizarrón,1,pizarrón 1
0200084,2022,armario,4,armario 4
0200085,2021,piso antigolpe para juegos,12,piso antigolpe para juegos 12
0200086,2021,escritorio,2,escritorio 2
0200086,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200086,2021,pizarrón,6,pizarrón 6
0200086,2021,silla escolar,62,silla escolar 62
0200086,2022,armario,14,armario 14
0200086,2022,banco largo comedor,64,banco largo comedor 64
0200086,2022,escritorio,7,escritorio 7
0200086,2022,mesa 6 alumnos,32,mesa 6 alumnos 32
0200086,2022,mesa pupitre doble,26,mesa pupitre doble 26
0200086,2022,pizarrón,8,pizarrón 8
0200086,2022,silla escolar,61,silla escolar 61
0200087,2022,armario,2,armario 2
0200088,2021,armario,4,armario 4
0200088,2021,banco largo comedor,4,banco largo comedor 4
0200088,2021,mesa 6 alumnos,2,mesa 6 alumnos 2
0200088,2021,mesa inicial,5,mesa inicial 5
0200088,2021,silla escolar,30,silla escolar 30
0200088,2021,varios,30,varios 30
0200089,2021,mesa 6 alumnos,1,mesa 6 alumnos 1
0200090,2023,armario,3,armario 3
0200090,2023,escritorio,3,escritorio 3
0200090,2023,silla escolar,9,silla escolar 9
0200092,2022,armario,5,armario 5
0200093,2022,armario,22,armario 22
0200093,2022,escritorio,11,escritorio 11
0200093,2022,mesa pupitre doble,52,mesa pupitre doble 52
0200093,2022,pizarrón,11,pizarrón 11
0200093,2022,silla escolar,125,silla escolar 125
0200095,2021,armario,4,armario 4
0200095,2021,escritorio,4,escritorio 4
0200095,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200095,2021,pizarrón,2,pizarrón 2
0200095,2021,silla escolar,124,silla escolar 124
0200096,2021,escritorio,4,escritorio 4
0200096,2021,mesa pupitre doble,108,mesa pupitre doble 108
0200096,2021,pizarrón,6,pizarrón 6
0200096,2021,silla escolar,124,silla escolar 124
0200096,2022,escritorio,4,escritorio 4
0200096,2022,mesa pupitre doble,68,mesa pupitre doble 68
0200096,2022,pizarrón,4,pizarrón 4
0200096,2022,silla escolar,136,silla escolar 136
0200097,2023,escritorio,5,escritorio 5
0200097,2023,mesa pupitre doble,75,mesa pupitre doble 75
0200097,2023,pizarrón,5,pizarrón 5
0200097,2023,silla escolar,155,silla escolar 155
0200098,2021,escritorio,6,escritorio 6
0200098,2021,mesa pupitre doble,95,mesa pupitre doble 95
0200098,2021,pizarrón,6,pizarrón 6
0200098,2021,silla escolar,186,silla escolar 186
0200098,2022,mesa pupitre doble,60,mesa pupitre doble 60
0200098,2023,escritorio,4,escritorio 4
0200098,2023,mesa pupitre doble,60,mesa pupitre doble 60
0200098,2023,pizarrón,4,pizarrón 4
0200098,2023,silla escolar,124,silla escolar 124
0200099,2021,escritorio,4,escritorio 4
0200099,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200099,2021,pizarrón,4,pizarrón 4
0200099,2021,silla escolar,124,silla escolar 124
0200099,2022,escritorio,4,escritorio 4
0200099,2022,mesa pupitre doble,60,mesa pupitre doble 60
0200099,2022,pizarrón,4,pizarrón 4
0200099,2022,silla escolar,124,silla escolar 124
0200099,2023,escritorio,3,escritorio 3
0200099,2023,mesa pupitre doble,45,mesa pupitre doble 45
0200099,2023,pizarrón,3,pizarrón 3
0200099,2023,silla escolar,93,silla escolar 93
0200100,2021,escritorio,5,escritorio 5
0200100,2021,mesa pupitre doble,75,mesa pupitre doble 75
0200100,2021,pizarrón,5,pizarrón 5
0200100,2021,silla escolar,155,silla escolar 155
0200100,2022,escritorio,3,escritorio 3
0200100,2022,mesa pupitre doble,60,mesa pupitre doble 60
0200100,2022,pizarrón,8,pizarrón 8
0200100,2022,silla escolar,123,silla escolar 123
0200100,2023,escritorio,6,escritorio 6
0200100,2023,mesa pupitre doble,90,mesa pupitre doble 90
0200100,2023,pizarrón,6,pizarrón 6
0200100,2023,silla escolar,186,silla escolar 186
0200101,2021,armario,3,armario 3
0200101,2021,escritorio,4,escritorio 4
0200101,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200101,2021,pizarrón,5,pizarrón 5
0200101,2022,armario,6,armario 6
0200101,2022,escritorio,4,escritorio 4
0200101,2022,mesa pupitre doble,60,mesa pupitre doble 60
0200101,2022,pizarrón,4,pizarrón 4
0200101,2022,silla escolar,124,silla escolar 124
0200101,2023,armario,2,armario 2
0200102,2021,armario,4,armario 4
0200102,2021,banco largo comedor,20,banco largo comedor 20
0200102,2021,escritorio,5,escritorio 5
0200102,2021,mesa 6 alumnos,10,mesa 6 alumnos 10
0200102,2021,mesa pupitre doble,75,mesa pupitre doble 75
0200102,2021,pizarrón,7,pizarrón 7
0200102,2021,silla escolar,155,silla escolar 155
0200102,2022,armario,8,armario 8
0200102,2022,escritorio,4,escritorio 4
0200102,2022,mesa pupitre doble,60,mesa pupitre doble 60
0200102,2022,pizarrón,4,pizarrón 4
0200102,2022,varios,3,varios 3
0200102,2023,escritorio,4,escritorio 4
0200102,2023,mesa pupitre doble,60,mesa pupitre doble 60
0200102,2023,pizarrón,4,pizarrón 4
0200102,2023,silla escolar,124,silla escolar 124
0200103,2021,armario,6,armario 6
0200104,2022,mesa inicial,10,mesa inicial 10
0200104,2022,silla escolar,75,silla escolar 75
0200106,2021,silla escolar,62,silla escolar 62
0200106,2023,locker,40,locker 40
0200123,2021,mesa inicial,20,mesa inicial 20
0200123,2021,silla escolar,120,silla escolar 120
0200123,2022,piso antigolpe para juegos,50,piso antigolpe para juegos 50
0200123,2022,varios,27,varios 27
0200123,2023,armario,4,armario 4
0200123,2023,escritorio,3,escritorio 3
0200123,2023,juego de patio,1,juego de patio 1
0200123,2023,piso antigolpe para juegos,7,piso antigolpe para juegos 7
0200123,2023,pizarrón,1,pizarrón 1
0200123,2023,silla escolar,10,silla escolar 10
0200124,2022,mesa pupitre doble,31,mesa pupitre doble 31
0200124,2022,silla escolar,100,silla escolar 100
0200124,2023,armario,1,armario 1
0200124,2023,pizarrón,2,pizarrón 2
0200125,2021,escritorio,2,escritorio 2
0200125,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200125,2021,silla escolar,62,silla escolar 62
0200126,2021,armario,4,armario 4
0200126,2021,banco largo comedor,96,banco largo comedor 96
0200126,2021,escritorio,4,escritorio 4
0200126,2021,mesa 6 alumnos,48,mesa 6 alumnos 48
0200126,2021,mesa inicial,6,mesa inicial 6
0200126,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200126,2021,silla escolar,36,silla escolar 36
0200126,2022,mesa pupitre doble,41,mesa pupitre doble 41
0200126,2022,silla escolar,82,silla escolar 82
0200126,2023,armario,2,armario 2
0200126,2023,varios,1,varios 1
0200128,2021,escritorio,2,escritorio 2
0200128,2021,mesa inicial,2,mesa inicial 2
0200128,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200128,2021,pizarrón,2,pizarrón 2
0200128,2021,silla escolar,72,silla escolar 72
0200129,2021,banco largo comedor,8,banco largo comedor 8
0200129,2021,mesa 6 alumnos,4,mesa 6 alumnos 4
0200129,2022,banco largo comedor,6,banco largo comedor 6
0200129,2022,escritorio,1,escritorio 1
0200129,2022,mesa 6 alumnos,3,mesa 6 alumnos 3
0200129,2022,mesa pupitre doble,12,mesa pupitre doble 12
0200129,2022,pizarrón,10,pizarrón 10
0200129,2022,silla escolar,24,silla escolar 24
0200130,2021,banco largo comedor,44,banco largo comedor 44
0200130,2021,pizarrón,1,pizarrón 1
0200130,2022,armario,2,armario 2
0200130,2022,mesa pupitre doble,30,mesa pupitre doble 30
0200130,2022,silla escolar,62,silla escolar 62
0200131,2022,mesa pupitre doble,45,mesa pupitre doble 45
0200131,2022,silla escolar,90,silla escolar 90
0200132,2023,banco largo comedor,8,banco largo comedor 8
0200132,2023,mesa 6 alumnos,4,mesa 6 alumnos 4
0200132,2023,mesa pupitre doble,5,mesa pupitre doble 5
0200132,2023,pizarrón,3,pizarrón 3
0200132,2023,silla escolar,10,silla escolar 10
0200133,2021,banco largo comedor,10,banco largo comedor 10
0200133,2021,mesa 6 alumnos,5,mesa 6 alumnos 5
0200133,2021,varios,2,varios 2
0200133,2022,armario,2,armario 2
0200133,2022,mesa pupitre doble,30,mesa pupitre doble 30
0200133,2022,silla escolar,70,silla escolar 70
0200135,2021,banco largo comedor,10,banco largo comedor 10
0200135,2021,mesa 6 alumnos,5,mesa 6 alumnos 5
0200135,2022,armario,6,armario 6
0200135,2022,escritorio,4,escritorio 4
0200135,2022,mesa pupitre doble,30,mesa pupitre doble 30
0200135,2022,pizarrón,14,pizarrón 14
0200135,2022,silla escolar,64,silla escolar 64
0200135,2022,varios,1,varios 1
0200136,2021,escritorio,2,escritorio 2
0200136,2021,mesa 6 alumnos,1,mesa 6 alumnos 1
0200136,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200136,2021,silla escolar,62,silla escolar 62
0200136,2022,armario,7,armario 7
0200136,2022,banco largo comedor,20,banco largo comedor 20
0200136,2022,mesa inicial,10,mesa inicial 10
0200136,2022,silla escolar,60,silla escolar 60
0200137,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200137,2022,escritorio,4,escritorio 4
0200137,2022,mesa pupitre doble,66,mesa pupitre doble 66
0200137,2022,silla escolar,136,silla escolar 136
0200137,2023,escritorio,4,escritorio 4
0200137,2023,mesa pupitre doble,60,mesa pupitre doble 60
0200137,2023,pizarrón,4,pizarrón 4
0200137,2023,silla escolar,124,silla escolar 124
0200138,2021,escritorio,3,escritorio 3
0200138,2021,mesa pupitre doble,45,mesa pupitre doble 45
0200138,2021,pizarrón,3,pizarrón 3
0200138,2021,silla escolar,93,silla escolar 93
0200138,2022,escritorio,3,escritorio 3
0200138,2022,mesa pupitre doble,45,mesa pupitre doble 45
0200138,2022,pizarrón,3,pizarrón 3
0200138,2022,silla escolar,93,silla escolar 93
0200139,2022,pizarrón,21,pizarrón 21
0200139,2023,escritorio,9,escritorio 9
0200139,2023,mesa pupitre doble,135,mesa pupitre doble 135
0200139,2023,pizarrón,9,pizarrón 9
0200139,2023,silla escolar,279,silla escolar 279
0200140,2021,escritorio,2,escritorio 2
0200140,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200140,2021,pizarrón,2,pizarrón 2
0200140,2021,silla escolar,62,silla escolar 62
0200140,2022,escritorio,2,escritorio 2
0200140,2022,mesa integradora con escotadura,1,mesa integradora con escotadura 1
0200140,2022,mesa pupitre doble,30,mesa pupitre doble 30
0200140,2022,pizarrón,2,pizarrón 2
0200140,2022,silla escolar,62,silla escolar 62
0200141,2021,mesa 6 alumnos,12,mesa 6 alumnos 12
0200141,2021,silla escolar,72,silla escolar 72
0200141,2022,mesa 6 alumnos,3,mesa 6 alumnos 3
0200141,2022,mesa pupitre doble,45,mesa pupitre doble 45
0200141,2022,silla escolar,108,silla escolar 108
0200144,2021,armario,4,armario 4
0200144,2021,banco largo comedor,24,banco largo comedor 24
0200144,2021,escritorio,1,escritorio 1
0200144,2021,mesa 6 alumnos,12,mesa 6 alumnos 12
0200144,2021,mesa pupitre doble,15,mesa pupitre doble 15
0200144,2021,silla escolar,31,silla escolar 31
0200145,2021,armario,6,armario 6
0200145,2021,escritorio,4,escritorio 4
0200145,2021,mesa integradora con escotadura,1,mesa integradora con escotadura 1
0200145,2021,mesa pupitre doble,99,mesa pupitre doble 99
0200145,2021,pizarrón,3,pizarrón 3
0200145,2021,silla escolar,202,silla escolar 202
0200146,2021,mesa inicial,10,mesa inicial 10
0200146,2021,silla escolar,60,silla escolar 60
0200147,2021,pizarrón,21,pizarrón 21
0200148,2022,mesa inicial,7,mesa inicial 7
0200148,2022,silla escolar,50,silla escolar 50
0200150,2021,mesa trabajo estante,4,mesa trabajo estante 4
0200150,2021,varios,8,varios 8
0200153,2021,mesa trabajo estante,6,mesa trabajo estante 6
0200153,2021,varios,12,varios 12
0200168,2021,banco largo comedor,32,banco largo comedor 32
0200168,2021,escritorio,4,escritorio 4
0200168,2021,mesa 6 alumnos,16,mesa 6 alumnos 16
0200168,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200168,2021,silla escolar,124,silla escolar 124
0200173,2021,silla escolar,30,silla escolar 30
0200174,2021,escritorio,2,escritorio 2
0200174,2021,mesa integradora con escotadura,1,mesa integradora con escotadura 1
0200174,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200174,2021,silla escolar,62,silla escolar 62
0200174,2022,armario,3,armario 3
0200174,2022,varios,4,varios 4
0200175,2021,banco largo comedor,48,banco largo comedor 48
0200175,2021,mesa 6 alumnos,24,mesa 6 alumnos 24
0200175,2022,pizarrón,12,pizarrón 12
0200175,2022,varios,3,varios 3
0200176,2021,escritorio,3,escritorio 3
0200176,2021,mesa 6 alumnos,2,mesa 6 alumnos 2
0200176,2021,mesa pupitre doble,45,mesa pupitre doble 45
0200176,2021,pizarrón,28,pizarrón 28
0200176,2021,silla escolar,94,silla escolar 94
0200177,2022,escritorio,3,escritorio 3
0200177,2022,mesa inicial,10,mesa inicial 10
0200177,2022,mesa pupitre doble,48,mesa pupitre doble 48
0200177,2022,pizarrón,15,pizarrón 15
0200177,2022,silla escolar,156,silla escolar 156
0200178,2021,armario,5,armario 5
0200178,2021,mesa 6 alumnos,10,mesa 6 alumnos 10
0200178,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200178,2021,pizarrón,2,pizarrón 2
0200178,2021,silla escolar,150,silla escolar 150
0200178,2022,armario,24,armario 24
0200178,2022,biblioteca,12,biblioteca 12
0200178,2022,escritorio,8,escritorio 8
0200178,2022,juego de patio,1,juego de patio 1
0200178,2022,mesa inicial,30,mesa inicial 30
0200178,2022,piso antigolpe para juegos,60,piso antigolpe para juegos 60
0200178,2022,pizarrón,16,pizarrón 16
0200178,2022,silla escolar,410,silla escolar 410
0200178,2022,varios,8,varios 8
0200179,2022,armario,6,armario 6
0200179,2022,banco largo comedor,16,banco largo comedor 16
0200179,2022,escritorio,1,escritorio 1
0200179,2022,mesa 6 alumnos,8,mesa 6 alumnos 8
0200179,2022,mesa pupitre doble,15,mesa pupitre doble 15
0200179,2022,pizarrón,28,pizarrón 28
0200179,2022,silla escolar,30,silla escolar 30
0200180,2021,armario,4,armario 4
0200180,2021,banco largo comedor,4,banco largo comedor 4
0200180,2021,escritorio,11,escritorio 11
0200180,2021,mesa 6 alumnos,15,mesa 6 alumnos 15
0200180,2021,mesa pupitre doble,75,mesa pupitre doble 75
0200180,2021,silla escolar,155,silla escolar 155
0200181,2021,escritorio,2,escritorio 2
0200181,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200181,2021,silla escolar,62,silla escolar 62
0200181,2022,banco largo comedor,8,banco largo comedor 8
0200181,2022,mesa 6 alumnos,4,mesa 6 alumnos 4
0200182,2021,banco largo comedor,10,banco largo comedor 10
0200182,2021,mesa 6 alumnos,4,mesa 6 alumnos 4
0200183,2021,banco largo comedor,4,banco largo comedor 4
0200183,2021,mesa 6 alumnos,3,mesa 6 alumnos 3
0200184,2022,mesa pupitre doble,13,mesa pupitre doble 13
0200184,2022,silla escolar,26,silla escolar 26
0200186,2021,armario,5,armario 5
0200186,2021,banco largo comedor,24,banco largo comedor 24
0200186,2021,escritorio,4,escritorio 4
